arrival_rate,bp_L,bp_H,FCFS_percentage,RMLF_percentage,total_rounds
30.00,60.00,24,100.00,0.00,99
28.00,60.00,12,100.00,0.00,99
28.00,60.00,24,100.00,0.00,99
24.00,60.00,18,100.00,0.00,99
22.00,60.00,18,100.00,0.00,99
34.00,60.00,24,100.00,0.00,100
40.00,60.00,18,100.00,0.00,100
32.00,60.00,12,100.00,0.00,99
32.00,9.80,32768,7.14,92.86,98
26.00,18.90,512,55.56,44.44,99
20.00,9.80,32768,8.25,91.75,97
34.00,12.40,4096,10.00,90.00,100
26.00,12.40,4096,5.00,95.00,100
24.00,56.30,64,100.00,0.00,99
22.00,12.40,4096,4.08,95.92,98
32.00,60.00,18,100.00,0.00,100
22.00,9.80,32768,9.00,91.00,100
26.00,60.00,18,100.00,0.00,99
40.00,8.50,262144,4.00,96.00,100
30.00,60.00,12,100.00,0.00,100
20.00,12.40,4096,8.08,91.92,99
40.00,60.00,12,100.00,0.00,100
28.00,56.30,64,100.00,0.00,99
36.00,60.00,12,100.00,0.00,100
36.00,9.80,32768,4.00,96.00,100
40.00,60.00,24,100.00,0.00,100
38.00,8.50,262144,5.05,94.95,99
20.00,60.00,18,100.00,0.00,99
34.00,18.90,512,50.00,50.00,100
36.00,60.00,24,100.00,0.00,100
24.00,9.80,32768,6.00,94.00,100
24.00,12.40,4096,8.08,91.92,99
20.00,56.30,64,100.00,0.00,98
26.00,9.80,32768,4.00,96.00,100
20.00,60.00,12,100.00,0.00,99
38.00,60.00,24,100.00,0.00,100
40.00,9.80,32768,8.08,91.92,99
36.00,12.40,4096,7.14,92.86,98
24.00,8.50,262144,6.00,94.00,100
36.00,56.30,64,100.00,0.00,100
34.00,56.30,64,100.00,0.00,100
34.00,60.00,18,100.00,0.00,100
26.00,60.00,24,100.00,0.00,99
36.00,8.50,262144,6.00,94.00,100
28.00,18.90,512,43.43,56.57,99
28.00,9.80,32768,13.00,87.00,100
20.00,60.00,24,100.00,0.00,99
38.00,9.80,32768,5.00,95.00,100
30.00,12.40,4096,13.00,87.00,100
22.00,18.90,512,50.00,50.00,98
22.00,8.50,262144,10.10,89.90,99
26.00,60.00,12,100.00,0.00,99
38.00,56.30,64,100.00,0.00,100
36.00,60.00,18,100.00,0.00,100
30.00,60.00,18,100.00,0.00,100
30.00,56.30,64,100.00,0.00,99
28.00,12.40,4096,9.00,91.00,100
24.00,60.00,24,100.00,0.00,99
32.00,60.00,24,100.00,0.00,99
32.00,12.40,4096,13.00,87.00,100
38.00,60.00,18,100.00,0.00,100
24.00,60.00,12,100.00,0.00,99
34.00,8.50,262144,6.00,94.00,100
30.00,18.90,512,45.45,54.55,99
36.00,18.90,512,51.00,49.00,100
38.00,60.00,12,100.00,0.00,100
24.00,18.90,512,63.64,36.36,99
32.00,8.50,262144,8.00,92.00,100
34.00,60.00,12,100.00,0.00,100
40.00,18.90,512,45.00,55.00,100
40.00,12.40,4096,11.00,89.00,100
26.00,8.50,262144,3.00,97.00,100
40.00,56.30,64,100.00,0.00,100
30.00,8.50,262144,4.00,96.00,100
38.00,12.40,4096,8.08,91.92,99
32.00,18.90,512,44.44,55.56,99
38.00,18.90,512,36.00,64.00,100
30.00,9.80,32768,5.05,94.95,99
28.00,60.00,18,100.00,0.00,99
32.00,56.30,64,100.00,0.00,100
20.00,18.90,512,57.14,42.86,98
28.00,8.50,262144,4.49,95.51,89
22.00,60.00,12,100.00,0.00,99
34.00,9.80,32768,7.07,92.93,99
20.00,8.50,262144,4.00,96.00,100
22.00,60.00,24,100.00,0.00,99
26.00,56.30,64,100.00,0.00,99
22.00,56.30,64,100.00,0.00,99
