arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
20.0,4.073,262144,3761087.438131956
20.0,4.639,32768,5834076.553207029
20.0,5.649,4096,10939690.351928111
20.0,7.918,512,18808159.604231723
20.0,16.772,64,38190259.5014102
