arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,446487.792184736
22.0,4.639,32768,914400.262930299
22.0,5.649,4096,1096081.3440917605
22.0,7.918,512,3211513.468012551
22.0,16.772,64,6291615.8767657615
